No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Performance (Week),Performance (Month),Performance (Quarter),Performance (Year),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Price,Change,Volume
362,VALU,"Value Line, Inc.",Services,Publishing - Periodicals,USA,166.73,15.65,-3.75%,-17.48%,-4.83%,40.72%,-9.99%,-12.18%,1.00%,-29.90%,48.43%,36.4,17.7,-2.75%,1300
363,DDS,"Dillard's, Inc.",Services,Department Stores,USA,1900.28,10.35,1.48%,-15.83%,-7.20%,-8.24%,-6.64%,-13.55%,-11.02%,-35.39%,5.17%,34.12,56.98,0.92%,638000
364,AYA,Amaya Inc.,Services,Gaming Activities,Canada,1971.47,52.71,-6.53%,-5.88%,-14.30%,25.69%,-4.51%,-4.70%,-6.89%,-22.60%,40.64%,34.93,13.6,-1.45%,67900
365,CBRL,"Cracker Barrel Old Country Store, Inc.",Services,Restaurants,USA,3778.87,19.14,-0.12%,-7.19%,18.02%,33.02%,-4.96%,-1.75%,4.06%,-9.99%,39.42%,35.97,156.41,-0.88%,398300
366,CSV,"Carriage Services, Inc.",Services,Personal Services,USA,451.1,22.57,-0.84%,-4.35%,15.83%,22.93%,-3.79%,0.20%,11.97%,-6.25%,43.41%,39.55,27.29,-0.33%,60936
367,CATO,The Cato Corporation,Services,Apparel Stores,USA,717.07,10.37,2.85%,-10.18%,-9.47%,-24.47%,-6.49%,-10.55%,-18.71%,-30.55%,8.84%,36.24,27.09,1.20%,193100
368,CTRN,"Citi Trends, Inc.",Services,Apparel Stores,USA,259.24,22.69,1.62%,-5.90%,-12.81%,-8.09%,-5.44%,-8.34%,-3.14%,-22.59%,26.46%,37.75,17.54,-1.52%,55900
369,LAWS,"Lawson Products, Inc.",Services,Industrial Equipment Wholesale,USA,191.6,,-3.49%,-7.32%,28.33%,16.70%,-8.89%,-4.93%,11.85%,-14.15%,45.44%,37.11,22.15,-4.32%,9300
370,LB,"L Brands, Inc.",Services,Apparel Stores,USA,17489.1,15.49,-0.26%,-15.32%,-15.77%,-29.88%,-6.59%,-10.30%,-13.35%,-33.49%,4.55%,29.2,61.14,0.74%,2377200
371,OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",Services,"Air Services, Other",Mexico,1304.96,19.99,-1.40%,-12.52%,-33.47%,-6.82%,-6.41%,-14.60%,-29.23%,-40.80%,1.05%,29.72,31.72,-1.58%,68049
372,TCS,"The Container Store Group, Inc.",Services,"Specialty Retail, Other",USA,254.39,27.12,-9.60%,-27.75%,11.16%,12.12%,-19.30%,-15.32%,-7.77%,-37.89%,37.40%,31.54,5.18,-7.33%,685500
373,ASNA,"Ascena Retail Group, Inc.",Services,Apparel Stores,USA,1055.65,51.04,-9.98%,-28.34%,3.64%,-32.88%,-14.07%,-15.16%,-24.73%,-51.95%,15.60%,32.13,5.41,-0.18%,4135900
374,EAT,"Brinker International, Inc.",Services,Restaurants,USA,2349.29,14.07,0.04%,-11.01%,-6.64%,1.20%,-5.23%,-8.76%,-3.68%,-15.68%,10.22%,24.77,46.78,-1.12%,1610100
375,BWL-A,Bowl America Incorporated,Services,Sporting Activities,USA,74.53,32.58,-11.31%,1.26%,1.68%,4.70%,-6.85%,-1.82%,1.56%,-15.06%,11.55%,38.09,14.5,-2.03%,165
376,BWLD,"Buffalo Wild Wings, Inc.",Services,Restaurants,USA,2775.12,26.87,-1.65%,-10.55%,4.63%,1.15%,-5.16%,-7.64%,-1.13%,-14.79%,22.04%,30.94,149.2,-0.57%,282100
377,BXC,Bluelinx Holdings Inc.,Services,Building Materials Wholesale,USA,62.04,,-9.65%,-14.74%,-17.80%,95.59%,-11.80%,-13.47%,-13.98%,-31.44%,121.67%,25.33,6.65,-4.73%,50100
378,FC,Franklin Covey Co.,Services,Education & Training Services,USA,246.02,118.03,-6.47%,-16.59%,-3.88%,-2.69%,-13.34%,-13.53%,1.34%,-22.72%,29.00%,25.45,17.35,-3.61%,96100
379,KONA,"Kona Grill, Inc.",Services,Restaurants,USA,101.1,,-21.28%,-28.57%,-17.78%,-42.65%,-23.52%,-22.26%,-24.40%,-45.56%,-2.12%,24.24,9.25,-2.63%,86072
380,MNI,The McClatchy Company,Services,Publishing - Newspapers,USA,98.2,,-1.54%,-10.26%,-28.42%,38.80%,-4.39%,-7.97%,-12.13%,-35.41%,53.86%,38.58,12.77,-2.15%,32100
381,GNC,"GNC Holdings, Inc.",Services,Drug Stores,USA,769.18,4.26,2.08%,-13.76%,-43.45%,-52.58%,-3.38%,-13.47%,-45.76%,-67.55%,9.62%,39.25,11.28,-1.23%,2430800
382,URBN,"Urban Outfitters, Inc.",Services,Apparel Stores,USA,3128.9,14,0.19%,-16.46%,-24.17%,27.30%,-5.84%,-16.34%,-14.56%,-33.95%,34.35%,27.07,26.95,-0.37%,1867500
383,TV,"Grupo Televisa, S.A.B.",Services,Broadcasting - TV,Mexico,11549.22,54.47,-4.76%,-2.15%,-21.08%,-22.93%,-3.97%,-6.54%,-20.16%,-31.63%,1.32%,34.78,19.99,0.20%,2377000
384,BOOT,"Boot Barn Holdings, Inc.",Services,Apparel Stores,USA,309.13,25.96,-4.20%,-19.46%,5.54%,60.86%,-9.13%,-17.92%,7.91%,-32.62%,123.65%,33.26,11.63,0.00%,345200
385,HZN,Horizon Global Corporation,Services,Industrial Equipment Wholesale,USA,436.48,47.86,-6.31%,-7.85%,4.17%,147.09%,-11.16%,-9.19%,25.88%,-19.40%,163.65%,33.06,21.25,-4.58%,115800
386,MG,"Mistras Group, Inc.",Services,Security & Protection Services,USA,675.72,34.33,-4.94%,-7.72%,11.99%,17.64%,-8.29%,-3.03%,-3.61%,-12.84%,19.78%,34.56,23.07,-2.41%,100100
387,DIN,"DineEquity, Inc.",Services,Restaurants,USA,1361.75,13.47,-1.79%,-10.64%,-4.49%,-5.70%,-4.70%,-8.26%,-7.53%,-21.51%,1.21%,28.67,74.21,-1.79%,332300
388,DJCO,Daily Journal Corporation,Services,Publishing - Newspapers,USA,312.09,,0.35%,-17.59%,7.55%,23.91%,-6.11%,-5.45%,3.24%,-19.36%,33.22%,39.5,227.8,-0.61%,2400
389,ACM,AECOM,Services,Technical Services,USA,5518.1,57.49,-2.03%,-7.37%,27.85%,35.09%,-5.09%,-2.29%,8.45%,-13.31%,54.82%,37.95,35.3,-1.84%,603400
390,ASCMA,"Ascent Capital Group, Inc.",Services,Security & Protection Services,USA,196.68,,-7.51%,-8.95%,-27.57%,17.44%,-8.51%,-13.29%,-15.21%,-39.76%,102.83%,35.19,15.76,-6.86%,39700
391,ACTG,Acacia Research Corporation,Services,Business Services,USA,297.77,,-7.09%,-17.48%,2.79%,60.76%,-12.24%,-11.78%,4.32%,-23.18%,109.22%,36.19,5.9,-4.84%,721200
392,ARMK,Aramark,Services,Specialty Eateries,USA,8199.46,28.95,-3.46%,-7.69%,-9.32%,8.91%,-5.25%,-5.52%,-4.80%,-12.28%,15.76%,31.85,33.5,-1.15%,2940600
393,HTLD,"Heartland Express, Inc.",Services,Trucking,USA,1617.57,27.77,-0.15%,-5.58%,10.62%,23.41%,-2.94%,-4.28%,5.62%,-11.99%,30.56%,38.4,19.97,-3.81%,547800
394,HTZ,"Hertz Global Holdings, Inc.",Services,Rental & Leasing Services,USA,1804.33,59.1,-5.23%,-6.38%,-35.61%,,-3.47%,-13.65%,-42.50%,-59.41%,25.41%,36.71,21.57,-1.42%,1746700
395,CONN,"Conn's, Inc.",Services,Electronics Stores,USA,360.34,,-12.79%,-13.79%,23.36%,-17.40%,-14.25%,-5.63%,12.11%,-47.63%,72.02%,37.3,11.25,-5.46%,463800
396,HURN,Huron Consulting Group Inc.,Services,Management Services,USA,974.52,14.56,-1.96%,-14.62%,-19.20%,-18.17%,-8.78%,-10.95%,-21.50%,-30.85%,9.10%,28.32,44.95,-2.28%,220300
397,JCP,"J. C. Penney Company, Inc.",Services,Department Stores,USA,2196.58,,-3.48%,-27.33%,-19.95%,-1.00%,-14.63%,-21.73%,-23.21%,-42.12%,15.67%,27.61,6.94,2.66%,28858300
398,GATX,GATX Corporation,Services,Rental & Leasing Services,USA,2233.93,8.2,-3.93%,-5.39%,31.43%,61.13%,-7.42%,0.78%,20.10%,-12.09%,74.92%,38.88,56.67,-1.82%,285100
399,ZOES,"Zoe's Kitchen, Inc.",Services,Restaurants,USA,425.22,86.69,-10.23%,-18.50%,-3.98%,-28.39%,-13.99%,-13.11%,-30.77%,-49.14%,5.15%,32.07,21.24,-3.01%,906400
400,ZUMZ,Zumiez Inc.,Services,"Specialty Retail, Other",USA,501.43,24.94,2.26%,-18.73%,-9.45%,20.21%,-5.64%,-12.73%,9.61%,-23.16%,51.11%,37.53,20.4,2.77%,476600
401,M,"Macy's, Inc.",Services,Department Stores,USA,9170.03,13.67,-1.84%,-25.55%,-15.15%,-17.87%,-13.45%,-22.19%,-17.17%,-33.53%,3.06%,19.14,29.9,0.07%,8766000
402,EVC,Entravision Communications Corporation,Services,Broadcasting - TV,USA,494.42,26.54,-13.18%,-15.15%,-20.54%,-20.44%,-15.57%,-14.92%,-20.59%,-31.72%,8.19%,27.15,5.6,-13.18%,1637400
403,APTI,"Apptio, Inc.",Services,Business Services,USA,629,,-10.29%,0.12%,-22.50%,,-12.88%,-13.32%,-16.33%,-34.76%,4.90%,33.06,16.05,-3.43%,66200
404,WINA,Winmark Corporation,Services,"Specialty Retail, Other",USA,476.82,22.67,-7.29%,-7.78%,6.73%,25.73%,-8.92%,-3.53%,8.51%,-14.48%,29.32%,33.79,113.8,-3.56%,14207
405,FDX,FedEx Corporation,Services,Air Delivery & Freight Services,USA,49682.79,27.17,-1.92%,-6.00%,9.04%,47.87%,-2.45%,-1.59%,9.47%,-7.70%,56.78%,39.93,186.05,-0.51%,1323200
406,CASS,"Cass Information Systems, Inc.",Services,Business Services,USA,738.93,31.45,-5.43%,-8.67%,23.02%,35.03%,-8.23%,-3.34%,18.61%,-11.04%,49.51%,30.78,66.57,-3.38%,62000
407,CASY,"Casey's General Stores, Inc.",Services,Grocery Stores,USA,4616.96,22.16,0.35%,-4.00%,2.06%,1.40%,-2.25%,-2.18%,-2.81%,-13.44%,19.58%,38.1,117.45,0.04%,360800
408,JWN,"Nordstrom, Inc.",Services,Apparel Stores,USA,7837.51,23.75,-1.49%,-22.17%,-16.72%,0.65%,-7.79%,-16.48%,-7.39%,-28.90%,28.49%,27.36,44.38,0.41%,2018800
409,BOBE,"Bob Evans Farms, Inc.",Services,Restaurants,USA,955.8,42.78,-3.50%,-9.23%,22.25%,29.09%,-7.88%,-0.59%,13.13%,-13.08%,36.52%,34.55,47.91,-1.20%,169300
410,JMBA,"Jamba, Inc.",Services,Restaurants,USA,150.85,,-3.86%,-6.81%,-9.33%,-23.22%,-4.96%,-4.66%,-11.13%,-29.67%,5.08%,33.61,9.72,-1.72%,83900
411,RLH,Red Lion Hotels Corporation,Services,Lodging,USA,179.73,,-0.63%,-13.19%,-5.62%,33.45%,-3.95%,-8.82%,-0.13%,-15.96%,44.95%,36.59,7.9,-1.25%,17800
412,EXPO,"Exponent, Inc.",Services,Management Services,USA,1474.48,33.45,-1.20%,-6.32%,19.03%,27.05%,-3.77%,-4.46%,7.07%,-10.80%,30.71%,30.97,57.8,-1.70%,101200
413,JAX,"J. Alexander's Holdings, Inc.",Services,Restaurants,USA,141.84,20.02,-4.55%,-6.44%,-3.57%,-6.25%,-8.96%,-6.28%,-5.29%,-14.32%,13.17%,33.13,9.45,-1.56%,31000
414,CAB,Cabela's Incorporated,Services,Sporting Goods Stores,USA,3951.44,23.7,-0.28%,-8.27%,-6.85%,37.25%,-4.28%,-5.88%,5.87%,-9.34%,48.23%,22.49,57.66,0.12%,416400
415,GDEN,"Golden Entertainment, Inc.",Services,Resorts & Casinos,USA,248.43,8.47,-0.61%,-8.74%,-5.09%,30.10%,-6.38%,-5.58%,-3.63%,-19.12%,37.49%,36.04,11.38,-3.15%,26700
416,PAC,"Grupo Aeroportuario del Pacifico, S.A.B. de C.V.",Services,"Air Services, Other",Mexico,4055.26,27.15,-1.74%,-13.29%,-24.57%,-5.93%,-6.67%,-11.05%,-21.09%,-31.08%,2.14%,33.25,74.6,-1.76%,183025
417,QUOT,Quotient Technology Inc.,Services,Marketing Services,USA,894.21,,-2.79%,-9.52%,-12.63%,93.16%,-5.26%,-8.51%,-13.59%,-27.23%,109.00%,38.8,10.45,-3.24%,346400
418,SHLD,Sears Holdings Corporation,Services,Department Stores,USA,962.38,,-1.98%,-15.29%,-16.79%,-47.96%,-5.40%,-19.59%,-31.63%,-53.35%,11.50%,39.14,8.92,2.06%,1378700
419,FCN,"FTI Consulting, Inc.",Services,Management Services,USA,1766.52,19.73,-0.47%,-6.96%,-1.57%,34.46%,-4.90%,-3.52%,-0.06%,-10.65%,39.22%,35.83,42.1,-1.75%,188500
420,GPX,GP Strategies Corporation,Services,Education & Training Services,USA,445.75,23.01,-3.92%,-2.53%,11.83%,14.53%,-6.47%,-2.61%,9.18%,-10.17%,37.57%,39.51,26.95,-4.77%,18800
421,KSS,Kohl's Corporation,Services,Department Stores,USA,7395.43,12.7,1.03%,-25.45%,-4.40%,-10.16%,-13.25%,-18.00%,-3.69%,-30.65%,26.37%,29.82,41.38,1.45%,4755600
422,ANF,Abercrombie & Fitch Co.,Services,Apparel Stores,USA,811.33,72.16,1.69%,-13.00%,-22.37%,-50.85%,-2.12%,-13.61%,-35.29%,-62.01%,4.51%,38.73,12.05,1.43%,3387700
423,SONC,Sonic Corp.,Services,Restaurants,USA,1119.52,19.3,-7.85%,-6.46%,-1.35%,-12.01%,-6.43%,-4.85%,-10.31%,-29.34%,20.70%,36.29,25.34,-4.12%,1357300
424,BATRA,The Liberty Braves Group,Services,Broadcasting - TV,USA,199.1,102.96,-4.75%,-6.17%,15.70%,,-5.09%,-1.68%,12.28%,-45.94%,36.75%,37.94,19.46,-1.72%,36300
425,TGNA,TEGNA Inc.,Services,Broadcasting - TV,USA,4599,9.93,-1.57%,-3.70%,7.73%,-8.87%,-2.15%,-1.34%,-1.96%,-14.50%,19.94%,38.53,21.35,-1.20%,1592000
426,TGT,Target Corporation,Services,"Discount, Variety Stores",USA,40448.57,13.02,-0.69%,-8.10%,5.04%,4.55%,-3.52%,-4.21%,-1.47%,-13.64%,10.24%,39,70.94,1.07%,5424700
427,RBA,Ritchie Bros. Auctioneers Incorporated,Services,Business Services,Canada,3541.44,31.49,-3.35%,-15.54%,-8.08%,51.41%,-7.90%,-11.09%,-2.07%,-19.22%,57.58%,29.68,32.28,-2.06%,564700
428,SIG,Signet Jewelers Limited,Services,Jewelry Stores,Bermuda,5896.36,12.36,-5.77%,-14.55%,0.45%,-32.53%,-11.11%,-10.78%,-10.64%,-34.79%,12.06%,26.56,81.15,0.46%,1635300
429,QVCA,QVC Group,Services,Catalog & Mail Order Houses,USA,13045.64,18.61,-0.67%,-6.27%,2.60%,-22.77%,-2.82%,-4.59%,-14.98%,-29.17%,7.94%,36.33,19.3,0.63%,2901400
430,VSEC,VSE Corporation,Services,Technical Services,USA,402.37,14.77,-3.64%,-9.63%,17.92%,37.78%,-5.91%,-2.25%,7.96%,-12.49%,43.11%,35.41,37.36,-1.74%,13200
431,VSI,"Vitamin Shoppe, Inc.",Services,"Specialty Retail, Other",USA,540.63,13.25,-1.93%,-6.35%,-16.82%,-18.94%,-5.63%,-7.10%,-17.50%,-29.28%,4.34%,38.67,22.85,-0.65%,311100
432,LMCA,The Liberty Media Group,Services,Broadcasting - TV,USA,14385.43,8.02,-6.21%,-6.51%,2.68%,17.24%,-8.23%,-6.72%,16.45%,-13.73%,62.02%,31.59,28.71,-5.06%,536600
433,LMCK,The Liberty Media Group,Services,Entertainment - Diversified,USA,6392.12,151.96,-6.33%,-5.93%,4.28%,17.38%,-8.03%,-6.33%,17.62%,-13.36%,64.40%,31.99,28.72,-5.09%,288000
434,FRGI,"Fiesta Restaurant Group, Inc.",Services,Restaurants,USA,731.96,31.34,-3.06%,-5.77%,0.26%,-27.24%,-7.49%,-6.28%,0.53%,-30.07%,33.75%,28.35,26.95,-2.53%,296601
435,BGFV,Big 5 Sporting Goods Corporation,Services,Sporting Goods Stores,USA,354.62,26.17,3.85%,-9.50%,-3.91%,45.51%,-5.46%,-10.31%,23.03%,-19.77%,102.31%,37.79,16.2,0.31%,501500
436,CHDN,Churchill Downs Incorporated,Services,Gaming Activities,USA,2352.3,27.21,-1.42%,-6.70%,1.11%,3.73%,-4.53%,-3.85%,2.41%,-8.56%,21.14%,29.92,142.65,-1.18%,40100
437,ENOC,"EnerNOC, Inc.",Services,Business Services,USA,176.24,,-4.17%,-6.50%,11.43%,81.39%,-6.08%,-4.77%,-8.19%,-27.03%,96.92%,39.14,5.75,-4.17%,184000
438,CHKE,Cherokee Inc.,Services,Apparel Stores,USA,130.2,19.12,-6.54%,-10.71%,-8.93%,-29.38%,-7.21%,-3.91%,-16.42%,-46.38%,13.64%,37.06,10,0.00%,24600
439,STAY,"Extended Stay America, Inc.",Services,Lodging,USA,3036.45,26.01,-1.71%,-3.97%,15.50%,23.58%,-3.60%,-1.35%,5.95%,-9.25%,54.50%,37.3,15.5,-0.77%,1020200
440,SBGI,"Sinclair Broadcast Group, Inc.",Services,Broadcasting - TV,USA,2860.7,16.06,-5.23%,-3.45%,19.78%,6.48%,-7.60%,-2.90%,3.03%,-11.62%,28.26%,37.71,30.8,-4.64%,2176900
441,BDMS,Birner Dental Management Services Inc.,Services,Business Services,USA,26.04,,-12.50%,-1.75%,-22.22%,26.01%,-8.02%,-10.42%,-4.07%,-24.77%,62.22%,39.74,14,-12.50%,6600
442,HABT,"The Habit Restaurants, Inc.",Services,Restaurants,USA,394.46,60.93,-9.06%,-11.73%,12.15%,-34.37%,-11.76%,-7.19%,-6.19%,-34.68%,14.02%,28.75,15.05,-3.06%,549100
443,SALE,"RetailMeNot, Inc.",Services,Marketing Services,USA,405.53,52.13,-7.07%,-8.06%,-10.75%,1.91%,-8.70%,-7.55%,-5.41%,-33.87%,54.89%,37.28,8.55,-5.52%,569600
444,EGL,"Engility Holdings, Inc.",Services,Staffing & Outsourcing Services,USA,1182.18,,-2.38%,-5.43%,6.31%,8.69%,-5.05%,-6.81%,13.96%,-18.23%,179.41%,33.38,32.02,-1.51%,136200
445,EGLE,Eagle Bulk Shipping Inc.,Services,Shipping,USA,297.15,,-3.90%,17.03%,24.16%,-85.59%,-1.29%,-2.81%,-26.33%,-91.56%,45.57%,39.88,5.91,2.60%,98300
446,BBBY,Bed Bath & Beyond Inc.,Services,Home Furnishing Stores,USA,6179.64,8.8,1.73%,-12.37%,0.14%,-6.54%,-2.91%,-5.61%,-6.55%,-21.29%,6.86%,39.37,41.14,0.54%,1895800
447,BBW,"Build-A-Bear Workshop, Inc.",Services,Toy & Hobby Stores,USA,206.06,10.28,-3.31%,-13.20%,22.33%,5.28%,-7.38%,-8.21%,1.26%,-17.03%,31.37%,34.61,13.15,-0.75%,49800
448,CCRN,"Cross Country Healthcare, Inc.",Services,Staffing & Outsourcing Services,USA,469.8,77.95,-4.50%,-2.10%,16.38%,4.64%,-4.91%,-2.22%,7.24%,-9.87%,48.35%,35.23,14.42,-1.97%,177600
449,FINL,"The Finish Line, Inc.",Services,"Specialty Retail, Other",USA,715.07,27.5,-0.23%,-24.14%,-18.85%,4.61%,-9.25%,-17.08%,-15.28%,-28.04%,8.65%,28.81,17.63,1.67%,1177100
450,GSOL,Global Sources Ltd.,Services,Business Services,Bermuda,201.82,8.99,-2.31%,-7.65%,2.55%,14.65%,-5.27%,-3.99%,-2.67%,-10.86%,40.13%,38.36,8.45,-2.31%,6400
451,KIRK,"Kirkland's, Inc.",Services,Home Furnishing Stores,USA,227.91,21.04,-1.73%,-12.13%,18.63%,17.94%,-9.22%,-4.63%,-1.11%,-21.94%,27.01%,38.63,14.2,0.64%,134400
452,FIT,"Fitbit, Inc.",Technology,Scientific & Technical Instruments,USA,1653.46,17.85,-5.39%,-1.73%,-43.74%,-58.99%,-2.56%,-10.12%,-43.20%,-62.04%,2.36%,38.3,7.37,-0.94%,11478200
453,EIGI,"Endurance International Group Holdings, Inc.",Technology,Application Software,USA,1069.24,,-7.83%,-12.57%,-2.92%,-23.65%,-13.58%,-6.04%,-11.77%,-35.50%,16.79%,37.3,7.65,-5.56%,763500
454,BBOX,Black Box Corporation,Technology,Networking & Communication Devices,USA,208.9,,-4.23%,-13.81%,6.89%,93.91%,-11.01%,-9.40%,-0.25%,-19.63%,116.25%,32.26,13.6,-3.89%,83700
455,BCOV,Brightcove Inc.,Technology,Application Software,USA,261.87,,-5.49%,-3.13%,-38.30%,32.25%,-4.64%,-6.16%,-16.16%,-43.84%,64.89%,37.89,7.75,-2.52%,281600
456,LDOS,"Leidos Holdings, Inc.",Technology,Information & Delivery Services,USA,7435.24,12.97,-1.12%,-3.10%,18.76%,25.52%,-2.85%,0.06%,21.61%,-6.02%,71.88%,39.65,49.42,-1.08%,663100
457,UIS,Unisys Corporation,Technology,Information Technology Services,USA,656.07,,-9.03%,-15.21%,33.54%,48.36%,-12.54%,-7.64%,30.11%,-21.56%,94.94%,34.97,13.1,-4.73%,778500
458,LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,USA,2080.04,646.3,-3.99%,-10.28%,-13.76%,79.80%,-9.32%,-10.22%,6.90%,-22.87%,92.82%,35.14,34.9,-3.99%,674000
459,VSAT,"ViaSat, Inc.",Technology,Communication Equipment,USA,3712.4,120.46,0.28%,-6.05%,-9.98%,9.71%,-2.61%,-7.38%,-10.29%,-20.85%,16.12%,30.57,65.05,-0.41%,197300
460,FFIV,"F5 Networks, Inc.",Technology,Business Software & Services,USA,9225.78,26.25,-1.75%,-1.70%,21.32%,51.44%,-2.14%,-0.66%,15.69%,-4.52%,64.63%,38.44,141.63,-1.21%,717700
461,SONS,"Sonus Networks, Inc.",Technology,Communication Equipment,USA,300.61,,-4.69%,-7.29%,-17.79%,5.35%,-5.69%,-2.81%,-21.97%,-39.00%,18.45%,39.81,6.1,-2.09%,136500
462,ANGI,"Angie's List, Inc.",Technology,Internet Software & Services,USA,435.62,,-7.93%,-17.08%,-15.38%,-13.50%,-11.19%,-11.92%,-12.51%,-30.95%,17.56%,31.13,7.43,-6.07%,654800
463,ANET,"Arista Networks, Inc.",Technology,Diversified Computer Systems,USA,6116.1,38.34,-11.34%,-9.86%,9.67%,36.05%,-10.45%,-6.15%,11.90%,-14.34%,68.04%,32.55,88.23,-12.01%,4581600
464,KVHI,"KVH Industries, Inc.",Technology,Communication Equipment,USA,179.45,53.25,-3.62%,-8.58%,24.13%,30.35%,-9.52%,-0.77%,16.57%,-16.47%,45.69%,38.77,10.65,-5.75%,143200
465,GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,Switzerland,9006.01,17.93,-0.31%,-1.94%,0.21%,54.36%,-2.63%,-3.90%,3.88%,-12.88%,62.30%,36.71,47.94,-1.20%,743200
466,GDS,GDS Holdings Limited,Technology,Data Storage Devices,USA,757.75,,-1.83%,-16.23%,,,-5.49%,-13.26%,-13.26%,-25.19%,6.76%,36.89,8.05,0.63%,14600
467,HSTM,"HealthStream, Inc.",Technology,Healthcare Information Services,USA,740.33,128.63,-3.37%,-9.32%,-10.15%,29.34%,-4.94%,-5.51%,-5.85%,-18.38%,32.25%,37.2,23.54,-1.92%,115032
468,CRAY,Cray Inc.,Technology,Diversified Computer Systems,USA,733.5,,-11.11%,-12.41%,-15.01%,-45.55%,-11.68%,-9.97%,-32.72%,-58.89%,7.33%,32.33,18,-3.23%,308800
469,ATOM,Atomera Incorporated,Technology,Semiconductor Equipment & Materials,USA,71.03,,-2.65%,-14.93%,-21.84%,,-7.40%,-11.63%,-21.48%,-42.73%,-1.44%,38.44,5.87,-2.17%,19800
470,SREV,"ServiceSource International, Inc.",Technology,Business Software & Services,USA,469.53,,-4.06%,-5.73%,13.12%,32.12%,-4.03%,-3.34%,15.34%,-13.12%,62.09%,38.17,5.43,-2.16%,109600
471,SNCR,"Synchronoss Technologies, Inc.",Technology,Application Software,USA,1700.62,,-1.69%,-8.41%,1.89%,23.53%,-4.00%,-11.73%,-1.15%,-24.31%,85.93%,34.08,37.8,-2.60%,345100
472,MANH,"Manhattan Associates, Inc.",Technology,Application Software,USA,3567.21,30.26,1.51%,-1.66%,-11.20%,-8.41%,-4.37%,-4.07%,-13.61%,-26.47%,14.23%,39.82,50.42,-0.02%,505100
473,MANT,ManTech International Corporation,Technology,Security Software & Services,USA,1550.19,27.17,-0.66%,-4.76%,3.45%,40.20%,-3.56%,-3.98%,5.74%,-11.29%,60.40%,35.98,40.38,-1.66%,118000
474,HPQ,HP Inc.,Technology,Diversified Computer Systems,USA,24899.14,9.53,-0.68%,-6.60%,1.55%,49.75%,-2.78%,-4.25%,5.73%,-9.51%,69.92%,36.31,14.58,-1.29%,11973500
475,HRS,Harris Corporation,Technology,Communication Equipment,USA,12453.38,35.36,-1.92%,-4.73%,12.29%,21.72%,-2.94%,-2.69%,12.84%,-6.84%,44.49%,29.33,100.18,-1.55%,527000
476,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductor - Broad Line,USA,9256.72,,-14.53%,-6.92%,45.48%,383.74%,-13.12%,2.83%,52.67%,-20.93%,461.14%,39.29,9.82,-7.18%,70371815
477,AMSWA,"American Software, Inc.",Technology,Application Software,USA,289.62,38.83,-3.48%,-7.25%,-6.95%,10.24%,-5.07%,-5.97%,-2.01%,-15.52%,20.35%,36.47,9.98,-3.20%,46900
478,AMKR,"Amkor Technology, Inc.",Technology,Semiconductor - Integrated Circuits,USA,2333.64,42.94,-5.77%,-9.77%,5.04%,76.08%,-8.85%,-11.75%,18.54%,-21.55%,139.36%,32.7,9.79,-6.41%,1861800
479,GIMO,Gigamon Inc.,Technology,Networking & Communication Devices,USA,1588,36.08,-3.40%,-5.17%,-11.26%,96.21%,-4.79%,-13.78%,2.03%,-28.08%,107.49%,36.11,44.05,-2.87%,933787
480,CALX,"Calix, Inc.",Technology,Communication Equipment,USA,318.31,,-3.47%,-7.33%,3.42%,-3.61%,-8.28%,-7.48%,-3.61%,-15.24%,23.23%,37.43,6.95,-5.44%,73300
481,SPNS,Sapiens International Corporation N.V.,Technology,Business Software & Services,Israel,660.47,31.52,-5.85%,-5.98%,4.51%,41.18%,-5.18%,-5.53%,4.36%,-14.39%,53.19%,37.12,13.68,-3.80%,89325
482,ABTL,Autobytel Inc.,Technology,Internet Information Providers,USA,141.84,51.57,-2.22%,-9.23%,-25.68%,-26.83%,-5.12%,-6.07%,-16.41%,-40.23%,19.31%,38.33,12.79,-0.62%,65267
483,ACIA,"Acacia Communications, Inc.",Technology,Communication Equipment,USA,2237.7,50.3,-6.55%,-9.14%,-35.39%,,-6.52%,-12.11%,-16.65%,-53.82%,119.78%,39.1,59.45,-2.78%,608100
484,DMRC,Digimarc Corporation,Technology,Information Technology Services,USA,273.51,,-6.89%,-10.22%,-22.59%,-35.86%,-8.62%,-11.39%,-16.92%,-41.37%,5.23%,36.8,26.35,-10.07%,199531
485,TNGO,"Tangoe, Inc.",Technology,Business Software & Services,USA,305.98,,-4.79%,-4.32%,-3.84%,-5.02%,-4.66%,-5.10%,-6.34%,-25.31%,45.86%,39.54,7.76,-3.12%,1011100
486,VPG,"Vishay Precision Group, Inc.",Technology,Scientific & Technical Instruments,USA,238.16,,-4.81%,-4.04%,13.52%,66.67%,-5.02%,-3.01%,15.06%,-8.46%,73.32%,33.82,17.8,-0.84%,16210
